index_label,0,1,2,3
"[545.0, 425.0]",-0.05183161293924839,0.6959925836108927,-0.0019595323110999955,-0.08552537211289327
"[635.0, 425.0]",0.04988056350047809,0.8896975851668649,0.05124847143394861,0.09112240106405899
"[725.0, 425.0]",-0.17926855942327105,-0.17893384870819098,-0.0669972440797109,0.6607811237682515
"[815.0, 425.0]",-0.10083969976361988,-0.06895453690396154,-0.10834784730959464,0.41516328087403626
"[905.0, 425.0]",-0.10523180989440348,-0.08047953218774105,-0.09932883712487212,0.15579225113120243
"[995.0, 425.0]",-0.13571321229534608,0.22748034682048665,-0.14584497102893493,-0.11300871270934988
"[1085.0, 425.0]",-0.1616699125906304,-0.15901523160045333,-0.15765068111742322,-0.013914828372650356
"[1175.0, 425.0]",-0.19156520027405122,-0.17606017288323353,-0.2741361262697844,-0.1421192354721325
"[545.0, 515.0]",0.00627616387666997,1.150978605734096,0.05793058304169974,-0.06326457750958503
"[545.0, 605.0]",0.5304605410767712,1.500211736354116,0.5427918529306838,0.03045253479267016
"[545.0, 695.0]",0.5801543858058598,0.0064727284379652575,-0.005537063834064027,0.011641551617563623
"[905.0, 695.0]",0.42399277798958374,-0.171254617590144,-0.11614120863984656,-0.07838040158122794
"[815.0, 695.0]",-0.032628336902276935,-0.10294124170997516,-0.07085255829803558,0.23443933251129892
"[725.0, 695.0]",0.6248379527876531,-0.16024984791481148,-0.05781265907397868,-0.05499205010383232
"[635.0, 695.0]",0.014290905060470049,-0.02300642248499156,0.019530032652110056,1.0146282037478283
"[1085.0, 245.0]",-0.19876780948526185,-0.19823065138499418,-0.19737174488610787,-0.1707378472849426
"[995.0, 245.0]",-0.19482039636343343,-0.08554417379869156,-0.18896907618942316,-0.22413989030919942
"[905.0, 245.0]",-0.06882332672180941,-0.0675308952577486,-0.06797027665543993,-0.06774104342186621
"[815.0, 245.0]",-0.13607196737331786,-0.07799335144243975,-0.14073771593787285,-0.130819238285025
"[725.0, 245.0]",-0.1284649290874851,-0.1831659930713821,-0.12158569277896289,0.30457152144522476
"[635.0, 245.0]",-0.09843741466844684,0.4951486863715427,-0.10058020205542662,-0.2162886455699577
"[1175.0, 245.0]",-0.22180388248470992,-0.21480703918833866,-0.2511293336949598,-0.21932033537922374
"[1175.0, 335.0]",-0.21007196480007279,-0.1996865577129404,-0.21504677232260083,-0.20661948735874777
"[1085.0, 515.0]",-0.14339146295301938,-0.15313627710181169,-0.15643460234685513,0.12371474310224866
"[1085.0, 605.0]",-0.12284058346575129,-0.1648878479176186,-0.16269253539858577,-0.18658125283751084
"[1085.0, 695.0]",-0.17260558572027224,-0.23253509066372174,-0.16747713947065473,-0.04576403773020141
"[1085.0, 335.0]",-0.18393457585546988,-0.17408013116479898,-0.1831280151862362,-0.13135738802572228
"[1085.0, 155.0]",-0.21416190260599915,-0.2086678166092976,-0.2120953451715059,-0.2070589054633009
"[1085.0, 65.0]",-0.264040955008015,-0.2572303988098487,-0.2543557026394635,-0.253609192876544
"[1175.0, 515.0]",-0.18008381779204302,-0.18154150823889362,-0.2043640720641184,-0.09380853196690057
"[2, [815.0, 605.0], [995.0, 515.0]]",0.0,0.0,0.0,0.0
"[2, [905.0, 605.0], [995.0, 515.0]]",-0.005127337571199527,-0.01,-0.004401288130710291,-0.007579727224963485
"[2, [905.0, 605.0], [905.0, 515.0]]",-0.003655543324757668,-0.011489398004,-0.00370862143664464,0.0055763174700131386
"[2, [995.0, 605.0], [905.0, 515.0]]",-0.0004,0.0,-0.0004,-0.0004
"[815.0, 515.0]",-0.07194291602440167,0.4262944139252373,-0.07153976163035042,-0.12004373009271106
"[725.0, 515.0]",0.011587039946934162,0.44408283703035817,-0.007560746705412826,0.03380342634026366
"[635.0, 515.0]",0.08508769407310127,1.0706723812226362,-0.23665909420433498,0.3311174436612018
"[3, [995.0, 605.0], [905.0, 515.0]]",0.0,0.0,-0.0029,0.0
"[3, [905.0, 605.0], [905.0, 515.0]]",0.0,-0.0004,0.0,-0.0029
"[3, [905.0, 605.0], [815.0, 515.0]]",0.0,0.0,0.0,0.0
"[3, [815.0, 605.0], [815.0, 515.0]]",0.009241209929158042,-0.0004,-7.819985244323369e-05,-0.01
"[3, [815.0, 605.0], [725.0, 515.0]]",0.0,0.0,0.0,0.0
"[3, [725.0, 605.0], [725.0, 515.0]]",0.0009833209554876978,0.0,0.0,-0.0029
"[3, [725.0, 605.0], [635.0, 515.0]]",0.0017042976369980878,-0.0004036,0.0,-0.0029
"[3, [635.0, 605.0], [635.0, 515.0]]",-0.0021542497245704653,-0.0111761596,-0.0075,0.022679150617242055
"[3, [635.0, 605.0], [545.0, 515.0]]",0.0,0.03764343330371667,0.0,-0.010900000000000002
"[3, [545.0, 605.0], [545.0, 515.0]]",0.018794162729746284,-0.009060398003999999,-0.002532817707868121,-0.024724150700504297
"[545.0, 335.0]",-0.10280054262332103,0.1607216189162196,-0.05803126110791784,-0.1228755880966755
"[545.0, 245.0]",-0.04097173179051256,-0.046528875711798895,-0.017758144969087668,-0.053946018
"[545.0, 155.0]",-0.18009932707757423,-0.20033540580217798,-0.055302460319045156,-0.23411156923014684
"[545.0, 65.0]",-0.2258748002436517,-0.19907651269483037,-0.17654816929483907,-0.21704002955509383
"[0, [635.0, 245.0], [545.0, 65.0]]",0.0,0.0,0.0,0.0
"[0, [635.0, 155.0], [545.0, 65.0]]",-0.010900000000000002,-0.011327064366452566,-0.015469510374684567,-0.021691000000000002
