index_label,0,1,2,3
"[725.0, 155.0]",-0.10324390449780509,-0.07689958574746981,-0.09961262369282352,-0.09883563860722326
"[815.0, 155.0]",-0.10981551156740096,-0.025835211328930217,-0.11694971121858272,-0.10744939155886019
"[815.0, 245.0]",-0.10352019735964135,0.1494795120596269,-0.15698812846668006,-0.08657432518513601
"[725.0, 245.0]",-0.09368891278780134,-0.12368633355901056,-0.09110663401447373,0.05773862846587626
"[635.0, 245.0]",-0.07466037876270404,0.3339277068632963,-0.07425436470398585,-0.1653318377542477
"[545.0, 245.0]",-0.025016667958766496,-0.0012515707322364774,-0.02104674468369345,-0.053747994251501965
"[725.0, 65.0]",-0.15078096972621746,-0.11625681425675347,-0.12235991151357566,-0.1165357126413131
"[815.0, 65.0]",-0.1715144036523824,-0.11963334462861358,-0.13371939608436798,-0.13077580937330405
"[725.0, 335.0]",-0.019881901940268537,-0.016196669544368568,-0.020069617309349523,0.08386754447953246
"[815.0, 335.0]",-0.07151526847699625,0.36807872951613735,-0.07570910949731474,-0.14559128328717036
"[905.0, 335.0]",-0.14268213198254234,-0.07419457973272903,-0.09773271982033666,0.11471273285758996
"[995.0, 335.0]",-0.11508488776005144,-0.10868332502750108,-0.11838129382346002,-0.05915856971417351
"[995.0, 245.0]",-0.13879967794799422,-0.1324825675781723,-0.14493039862307083,-0.16794087150804468
"[1085.0, 245.0]",-0.15317161084993727,-0.1513799681842481,-0.15635719445628465,-0.15365182054314475
"[1085.0, 155.0]",-0.1641639269049091,-0.1637443595352213,-0.1645353837432943,-0.16543711538358882
"[1175.0, 155.0]",-0.17794803747026483,-0.1785201202840024,-0.18352369025091517,-0.17928924687699768
"[1085.0, 65.0]",-0.19399509086570046,-0.17528248715136183,-0.17789117898326964,-0.17530374275248906
"[995.0, 155.0]",-0.14670177333514153,-0.14523527171493755,-0.14520672099673584,-0.1453164704347308
"[995.0, 65.0]",-0.18347454630031468,-0.1617305647843811,-0.16527219812218716,-0.16168215647973008
"[1175.0, 65.0]",-0.20430524935566938,-0.19399614422566788,-0.1942698899517407,-0.1920110825537208
"[635.0, 155.0]",-0.10122447047644612,0.07557471904154212,-0.09440911990133401,-0.0958804697440217
"[905.0, 155.0]",-0.1400654523234977,-0.15264142543221698,-0.1358686109036614,-0.13376356054805416
"[905.0, 65.0]",-0.15150076860195674,-0.15468731641435746,-0.15263340176300533,-0.15029518025684785
"[905.0, 245.0]",-0.04548472076739976,-0.03392624283076706,-0.04477017721106346,-0.04293132697470833
"[1085.0, 335.0]",-0.12913602196582236,-0.12251145723795412,-0.13007340896027847,-0.12932442162973148
"[905.0, 425.0]",-0.07035276239340371,-0.060576422051952065,-0.084588552480479,0.3193373491104074
"[905.0, 515.0]",-0.05477699362667409,-0.028810037744531062,-0.07562537960475735,0.3873991220675882
"[995.0, 515.0]",-0.09538056956949421,-0.10114449639080929,-0.09027556480254076,0.13617403885594007
"[995.0, 425.0]",-0.10102143369140958,-0.08997314497582763,-0.10514306244628163,0.11518957315053922
"[995.0, 605.0]",-0.025716673345168653,-0.023335347539611195,-0.02779084412764076,0.09168956722863933
"[1085.0, 515.0]",-0.10263630353360738,-0.10734966331327937,-0.10725041927980461,-0.04096578574233225
"[1175.0, 515.0]",-0.132653879168157,-0.1281387920471717,-0.12983697413466538,-0.12316916067640213
"[1085.0, 425.0]",-0.12137431218290129,-0.10918448761122919,-0.121369233715414,-0.037594313467211954
"[635.0, 65.0]",-0.1611597518415845,-0.08594168307325459,-0.12539094626928945,-0.12357710374676875
"[635.0, 335.0]",-0.058472322015974604,0.5354722600229496,-0.18437640188311266,-0.03164496989158669
"[545.0, 155.0]",-0.12312928043291324,-0.12778842071328195,-0.11172318814812394,-0.16170500428956164
"[545.0, 65.0]",-0.14062067645728638,-0.13740521847729342,-0.13580263472685533,-0.14067462859946336
"[545.0, 335.0]",-0.06581443638285206,0.17332224980827526,-0.018900839355181706,-0.05281775503846693
"[905.0, 605.0]",-0.03878354590793503,-0.048092254854384606,-0.1397778980628575,0.5696643463267237
"[815.0, 605.0]",0.06782217635828397,0.00032568822006406786,0.0350602558243792,0.7919663275735416
"[815.0, 515.0]",-0.03379162623661559,0.6488670248521687,-0.021928586101026853,-0.18811858675046458
"[905.0, 695.0]",0.30126966708605696,-0.148382107690749,-0.06938501782525722,-0.04498864648590063
"[995.0, 695.0]",-0.1252929792834533,-0.09733178424464063,-0.08310199359242297,0.05868661841505804
"[1085.0, 695.0]",-0.10525508500470336,-0.17067896266341384,-0.11743201548044714,-0.07161437528244176
"[1175.0, 695.0]",-0.13931166693250074,-0.16196553562423838,-0.16193185459291443,-0.13545380667131876
"[1085.0, 605.0]",-0.12046273899358981,-0.12256199458375551,-0.12258904447893904,-0.15184748917176905
"[815.0, 695.0]",0.23902605053881434,-0.09069476698444491,-0.03246808996503865,-0.024110307103475226
"[725.0, 605.0]",-0.20596837507120846,0.04173453756000139,0.09084648681449949,0.9493494894511446
"[725.0, 515.0]",-0.005095343794793436,0.4779119341653309,-0.0023492266823600975,0.01269559868904014
"[635.0, 605.0]",0.270440613250117,-0.15992856516220477,0.21822602873501737,1.130191915092334
"[545.0, 605.0]",0.30856282504478594,1.3254515647178065,0.3373466428215802,-0.018633411527903893
"[545.0, 695.0]",0.3845299955342664,0.001255295854169236,-0.013543911172779328,-0.0005000000000000004
"[815.0, 425.0]",-0.054956883730940986,0.5192788803544881,-0.07150715545437618,-0.03438599311916374
"[725.0, 425.0]",-0.05502363246200145,-0.05970815795110179,-0.04220918987284191,0.1817382729662447
"[635.0, 425.0]",-0.0017070766728677711,0.7252131514174831,-0.019605004226667267,0.022400651187197064
